-1.942000 0.000000
-1.941000 -0.000000
-1.870000 0.000000
-1.861000 -0.000000
-1.810000 0.000000
-1.786000 0.000000
-1.779000 -0.000000
-1.778000 -0.001000
-1.778000 0.000000
-1.778000 0.001000
-1.777000 -0.001000
-1.777000 -0.000000
-1.777000 0.001000
-1.776000 -0.003000
-1.776000 -0.002000
-1.776000 -0.001000
-1.776000 0.000000
-1.776000 0.001000
-1.776000 0.002000
-1.776000 0.003000
-1.775000 -0.004000
-1.775000 -0.003000
-1.775000 -0.002000
-1.775000 -0.001000
-1.775000 -0.000000
-1.775000 0.001000
-1.775000 0.002000
-1.775000 0.003000
-1.775000 0.004000
-1.774000 -0.004000
-1.774000 -0.003000
-1.774000 -0.002000
-1.774000 -0.001000
-1.774000 0.000000
-1.774000 0.001000
-1.774000 0.002000
-1.774000 0.003000
-1.774000 0.004000
-1.773000 -0.004000
-1.773000 -0.003000
-1.773000 -0.002000
-1.773000 -0.001000
-1.773000 -0.000000
-1.773000 0.001000
-1.773000 0.002000
-1.773000 0.003000
-1.773000 0.004000
-1.772000 -0.004000
-1.772000 -0.003000
-1.772000 -0.002000
-1.772000 -0.001000
-1.772000 0.000000
-1.772000 0.001000
-1.772000 0.002000
-1.772000 0.003000
-1.772000 0.004000
-1.771000 -0.003000
-1.771000 -0.002000
-1.771000 -0.001000
-1.771000 -0.000000
-1.771000 0.001000
-1.771000 0.002000
-1.771000 0.003000
-1.770000 -0.003000
-1.770000 -0.002000
-1.770000 -0.001000
-1.770000 0.000000
-1.770000 0.001000
-1.770000 0.002000
-1.770000 0.003000
-1.769000 -0.001000
-1.769000 -0.000000
-1.769000 0.001000
-1.768000 -0.003000
-1.768000 -0.002000
-1.768000 -0.001000
-1.768000 0.000000
-1.768000 0.001000
-1.768000 0.002000
-1.768000 0.003000
-1.767000 -0.005000
-1.767000 -0.004000
-1.767000 -0.003000
-1.767000 -0.002000
-1.767000 -0.001000
-1.767000 -0.000000
-1.767000 0.001000
-1.767000 0.002000
-1.767000 0.003000
-1.767000 0.004000
-1.767000 0.005000
-1.766000 -0.007000
-1.766000 -0.006000
-1.766000 -0.005000
-1.766000 -0.004000
-1.766000 -0.003000
-1.766000 -0.002000
-1.766000 -0.001000
-1.766000 0.000000
-1.766000 0.001000
-1.766000 0.002000
-1.766000 0.003000
-1.766000 0.004000
-1.766000 0.005000
-1.766000 0.006000
-1.766000 0.007000
-1.765000 -0.010000
-1.765000 -0.008000
-1.765000 -0.007000
-1.765000 -0.006000
-1.765000 -0.005000
-1.765000 -0.004000
-1.765000 -0.003000
-1.765000 -0.002000
-1.765000 -0.001000
-1.765000 -0.000000
-1.765000 0.001000
-1.765000 0.002000
-1.765000 0.003000
-1.765000 0.004000
-1.765000 0.005000
-1.765000 0.006000
-1.765000 0.007000
-1.765000 0.008000
-1.765000 0.010000
-1.764000 -0.010000
-1.764000 -0.009000
-1.764000 -0.008000
